metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
BSO-02 alanında yasak madde içiliyor.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
haciosman peronunda kimlik gostermeyen ve saldirganlasan sahis engellendi,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Kimlik ibraz etmedi güvenlik görevlisine bilet holünde.,guvenlik_asayis_olay,9,incident_report,1,P4,3,devrik,relabel:openrouter
M4-08 vagonunda yolculara küfür edip fiziki şiddet uygulayan saldırgan Bostancı istasyonunda araçtan indirildi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Edildi sözlü taciz kadın yolcuya TR-04 vagonunda.,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:gemini
Teslim edildi polise Kirazlı peronunda sigara içen şahıs.,guvenlik_asayis_olay,9,incident_report,1,P4,3,devrik,relabel:openrouter
Atladı ray hattına bir yolcu Mecidiyeköy peronunda.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,missing:gemini
Yenikapı istasyonunda kadın yolcunun çantasından cep telefonunu çalan hırsız güvenlik ekipleri tarafından durduruldu.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:openrouter
Fiziksel şiddet uyguladı yanındaki yolcuya M2 treninde.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Yolcu düşmesi gecikme,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Mecidiyeköy istasyonu bilet holünde güvenlik görevlisine fiili saldırıda bulunan şahıs polise teslim edildi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
sisli istasyonunda perona atlayan yolcu intihar girisiminde bulundu,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:gemini
bilet bolgesinde kavgaya karisan iki kisi alikoyuldu,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:gemini
Pendik istasyonunda yürüyen merdivenlerde hırsızlık yaparken suçüstü yakalanan şüpheli polise sevk edildi.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:openrouter
Asansör önünde yolcuya küfür edildi.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
haciosman son durakta M-02 vagonu icinde sigara icen yolcu uyarildi,guvenlik_asayis_olay,9,incident_report,1,P4,3,yazim_yanlisi,relabel:gemini
Kapı arası sıkışma,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Üsküdar istasyonu bilet holünde kavga çıkartıp cam panolara zarar veren iki kişi tutuklandı.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Kartal bilet holü şüpheli paket,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Tartıştı güvenlikle kimlik göstermeyen yolcu bilet holünde.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Yolcu eşyası peron,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Kabataş istasyonu gişeler bölgesindeki sahipsiz bir sırt çantası nedeniyle alan geçici olarak kordona alınmıştır.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Darp etti diğer yolcuyu turnike bölgesinde şahıs.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:openrouter
bagcilar 1 peron sonu intihar girisimi nedeniyle sefer durduruldu,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
sisli peron bolgesinde kesici alet ceken sahis etkisiz hale getirildi,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:gemini
Yakalandı Bağcılar istasyonunda kavga eden iki kişi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:openrouter
Ataşehir transfer koridorunda cebeciği çalmaya çalışan kişi yakalanıp polis ekiplerine teslim edildi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Basmadan geçiyor turnikeden kaçak yolcular Şirinevler'de.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:openrouter
İçecekken yasak madde yakalandı tuvalet koridorunda şüpheli.,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:gemini
Kayıp eşya bildirimi kayıt altına alındı Haliç,guvenlik_asayis_olay,9,incident_report,1,P4,3,devrik,relabel:openrouter
Yolcu hastalığı müdahale,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
"Söğütlüçeşme istasyonunda kayıp eşya bildirimi alındı, güvenlik birimine iletildi.",guvenlik_asayis_olay,9,incident_report,1,P3,2,standart,relabel:openrouter
kartal guney cikisi merdiveninde bir kisiye fiziki saldiri yapildi,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Çıkarıldı Taksim istasyonundan dışarı dilencilik yapan çocuk.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
kartal bilet bolgesinde yasak madde satan sahis polise yakalattirildi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
Bostancı 2. peronda taciz iddiası.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Kullanıyordu yasak madde merdiven boşluğunda iki kişi.,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:gemini
gayrettepe peron alaninda kadin yolcuyu takip edip taciz eden kisi yakalandi,guvenlik_asayis_olay,9,incident_report,1,P2,1,yazim_yanlisi,relabel:gemini
Çaldı kadının çantasını Vezneciler peronunda şüpheli şahıs.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Koridor geçişte yoğunluk riskli Mecidiyeköy,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:gemini
Küfürler savurdu yolculara A4 vagonunda alkollü şahıs.,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:gemini
Otogar istasyonu kuzey girişinde yolcuların eşyalarını çalmaya çalışan hırsız kameralarca tespit edilip alıkoyuldu.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Mecidiyeköy istasyonu aktarma koridorunda kadın yolcuya tacizde bulunan şüpheli yakalanarak polis noktasına götürüldü.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Yakalandı vagonda dilencilik yapıp para toplayan kişi.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Yolcu paniği peron,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Yolcu dusmesi müdahale,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Levent gişe önünde kayıp eşya bildirimi alınıp merkeze iletildi.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
yenikapi aktarma katinda bir yolcunun telefonunu calan sahis yakalandi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
kartal istasyonu guney cikista uusturucu madde kullanan sahis alindi,guvenlik_asayis_olay,9,incident_report,1,P2,1,yazim_yanlisi,relabel:openrouter
Bilet holünde bıçak çekme olayı.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Ayrılık Çeşmesi istasyonunda kadın yolcuyu sözlü olarak taciz eden şüpheli güvenlik görevlilerince yakalandı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Yolcu kaçağı cezası,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Taksim yürüyen bantta yankesicilik yapıldı.,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Otogar istasyonunda yolcunun cüzdanını kapkaç yöntemiyle çalan şüpheli güvenlik personelince yakalandı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:openrouter
Yolcu dusmesi iptal duyuruldu itu hastane,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
taksim asansor onu supheli siyah sirt cantasi var polis cagirildi,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Bağırdı hakaretlerle insanlara Yenikapı aktarma merkezinde adam.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Geçti turnikeden kart basmadan iki kişi Taksim'de.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:openrouter
M4-02 vagonunda sigara içilmektedir.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
uskudar peron katinda yasak madde kullanan sahis polise teslim edildi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
Taksim istasyonu güney çıkışında izinsiz dilencilik yapan kişi kolluk kuvvetlerine teslim edilmek üzere alıkoyuldu.,guvenlik_asayis_olay,9,incident_report,1,P3,2,standart,relabel:gemini
Kirazlı istasyonu peron katında diğer yolculara küfredip tehdit savuran kişi kolluk kuvvetlerine bildirildi.,guvenlik_asayis_olay,9,incident_report,1,P3,2,standart,relabel:gemini
Üsküdar peronunda çanta çalındı.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
Şirinevler istasyonu bilet holünde fiziki kavgaya tutuşan iki şahıs güvenlik ekiplerince müdahale edilerek ayrıldı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Bilet holünde kadın yolcu taciz edildi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Acil durus yolcu panigi tren durdu merter,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Yakalandı son anda Ataköy peronunda raya atlayan adam.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Yolcu perona atladı intihar teşebbüsü engellendi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Maltepe istasyonu peron alanında uçucu madde koklayan şahıs emniyet güçlerine teslim edilmek üzere tutuldu.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Alındı gözaltına bilet alanlara laf atan şüpheli.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Kirazlı peronunda bıçaklı kavga çıktı.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Gayrettepe istasyonu 1. peronda elektronik sigara içmekte ısrar eden yolcuya yasal işlem uygulandı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:openrouter
Asansör önünde sözlü sataşma.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
PSD-08 kapısı önünde taciz vakası.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Çaldı kadının çantasını A2 vagonunda yankesici.,guvenlik_asayis_olay,9,incident_report,1,P4,3,devrik,relabel:openrouter
Üsküdar istasyonu yolcu bekleme alanında yasaklı madde kullandığı tespit edilen şahıs emniyet mensuplarına teslim edildi.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Müdahale edildi intihar için raya atlayan kadın yolcuya.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Engel olundu peronda intihar etmeye çalışan şahsa.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Bilet holünde sahipsiz çanta var,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Yenikapı istasyonunda kayıp eşya teslim prosedürü hemen başlatıldı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Rayda insan var acil.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,missing:gemini
Öğle saatlerinde Otogar istasyonu peron bölümünde duran sahipsiz bir paket bildirilmiştir.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Peron sonuna doğru intihar teşebbüsü.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Bostancı peronunda cüzdan hırsızlığı.,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Çocuk kaybı bildirildi,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Sanayi Mahallesi istasyonu turnike bölgesinde kimlik ibraz etmeyi reddeden şüpheli şahıs polise sevk edildi.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:openrouter
Altunizade istasyonu yolcu aktarma koridorundaki şüpheli paket ihbarı üzerine alan güvenlik çemberine alınmıştır.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Levent istasyonunda vagon içerisinde sigara içen ve uyarılara uymayan yolcu M2-04 treninden indirildi.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Kartal istasyonu peron alanında ray hattına girmeye çalışan şahıs güvenlik personeli tarafından engellendi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
vezneciler ust katinda yankesicilik vakasi polise ihbar edildi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
YM-03 kodlu vagonda hırsızlık yapıldı.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
Peron kalabalık güvenlik uyardı Gayrettepe,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Trende kadın yolcuya taciz.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Hacıosman peronunda fiziksel darp var.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Sövdü görevlilere uyarı üzerine bilet holündeki şahıs.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Üsküdar çıkışında kimlik ibraz etmeme.,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
haciosman bilet holunde kimlik ibraz etmeyen sahis polise bildirildi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
bostanci istasyonu gise katinda supheli sahis surekli dolaniyo cantalara bakiyo,guvenlik_asayis_olay,9,incident_report,1,P2,1,yazim_yanlisi,relabel:gemini
Topkapı istasyonunda hırsızlık vakası gerçekleşti.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
Gece vardiyasında Zeytinburnu istasyonunda kart basmadan geçen şahıslara yönelik güvenlik uyarısı yapılmıştır.,guvenlik_asayis_olay,9,incident_report,1,P3,2,standart,relabel:gemini
Yenikapı bilet holünde fiziki kavga.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Atladı turnikeden kaçak yolcu kuzey turnikelerde.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Levent istasyonu kuzey girişinde diğer yolcuları rahatsız ederek zorla para isteyen dilenci alıkoyuldu.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Yolcu düşmesi sefer iptal Sanayi,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Şirinevler istasyonu asansör önünde vatandaşlara sözlü sataşmada bulunup hakaret eden alkollü şahıs dışarı çıkarıldı.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Vezneciler peronunda laf atma olayı.,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Saldırdı güvenlik görevlisine Aksaray çıkışında kimliksiz adam.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Yenikapı istasyonu aktarma koridorunda yolcunun çantasını çalmaya çalışan yankesici polis ekiplerince gözaltına alındı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Aksaray bilet holünde çanta hırsızlığı.,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
M2-04 treni içerisinde yasaklı madde kullandığı tespit edilen yolcu Yenikapı istasyonunda polise teslim edildi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Mecidiyeköy istasyonunda vagon içinde sigara içen yolcu uyarılmasına rağmen küfür edip güvenlik görevlisine sataştı.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Mecidiyeköy üst katta yankesicilik oldu.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
Acil durum anonsu,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Otogarda tren içerisinde sigara içildi.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
sirinevler kuzey girisinde dilencilik yapan kadin bolgeden uzaklastirildi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
Bostancı istasyonu güney girişinde yolculardan zorla para isteyen dilenci istasyon dışına çıkarıldı.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Gayrettepe istasyonu turnike bölgesinde kimlik ibraz etmeyi reddedip görevlilere hakaret eden kişi polis merkezine götürüldü.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
yenikapi 1 peronda yolculara laf atan alkollu sahis polis cagirildi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
Kartal istasyonu B kapısı girişinde şüpheli davranışlar sergileyen bir şahıs olduğu yönünde ihbar ulaşmıştır.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Mecidiyeköy peron hattında rayların üzerine bir yolcunun atladığı tespit edilmiş olup acil elektrik kesintisi istenmiştir.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,missing:gemini
Göztepe istasyonu turnikelerinin üzerinden atlayarak kaçak giriş yapan yolcular için müdahale edilememiştir.,guvenlik_asayis_olay,9,incident_report,1,P3,2,standart,relabel:gemini
Alındı karakola yolcunun çantasını gasp eden saldırgan.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Alındı gözaltına Polise kimliğini vermeyen şahıs.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Ayrılık Çeşmesi istasyonunda yetkisiz bir kişinin tünel giriş kapısını zorladığı kameralarca tespit edilmiştir.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Kayıp eşya bildirildi,guvenlik_asayis_olay,9,incident_report,1,P4,3,cok_kisa,relabel:openrouter
Kayıp eşya teslimatı gecikiyor Kirazlı,guvenlik_asayis_olay,9,complaint,3,P4,3,devrik,relabel:gemini
Girdi yetkisiz kişiler hat bakım kapısından Kirazlı'da.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:openrouter
"Esenler buzlanmış merdivenler, yolcu düşme şikayeti geldi, tuzlama acil.",guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Sanayi Mahallesi istasyonunda bir yolcunun cüzdanını çalmaya çalışan yankesici güvenlik personeli tarafından yakalandı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:openrouter
sirinevler peronunda bir kisinin cantasini kapip kacan hirsiz yakalandi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
Maslak istasyonu peron katında uyuşturucu madde bulunduran şüpheli güvenlik ekiplerince polise teslim edildi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:openrouter
Bilet kontrolu yok hucum oldu 4levent,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Bostancı bilet holünde intihar teşebbüsü.,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Duruyor sahipsiz valiz turnike bölgesinde yarım saattir.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:openrouter
kirazli istasyonu T-04 vagonda sigara icen iki kisi karakolluk oldu,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
sirinevler 1. peron ray hattinda supheli biri dolasiyo acil guvenlik,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,missing:gemini
bagcilar bilet holunde cuzdan calan yankesici polise teslim edildi,guvenlik_asayis_olay,9,incident_report,1,P2,1,yazim_yanlisi,relabel:openrouter
Güvenlik görevlisine küfür ve hakaret.,guvenlik_asayis_olay,9,incident_report,1,P2,1,cok_kisa,relabel:openrouter
Bırakılmış sahipsiz sırt çantası tünel ağzında akşam.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:openrouter
Şişli istasyonu 1. peronda yolculara sözlü sataşmada bulunan şahıs güvenlik personeli tarafından dışarı çıkarıldı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Yenikapı istasyonu peronunda yolculara bıçak çekerek para isteyen şahıs emniyetçe etkisiz hale getirildi.,guvenlik_asayis_olay,9,incident_report,1,P1,0,standart,relabel:gemini
Kullandı yasak madde tuvalet önünde şüpheli şahıs.,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:gemini
Önledi intihar girişimini son anda güvenlik 1. peronda.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Çaldı cep telefonunu kalabalıkta kaçtı Levent yönüne.,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
taksim peron sonundaki acil cikis koridoru supheli paket sebebiyle kapatilmali,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:gemini
Şirinevler istasyonu çıkış merdivenlerinde dilencilik yaparak geçişi engelleyen kişi dışarı çıkartıldı.,guvenlik_asayis_olay,9,incident_report,1,P3,2,standart,relabel:gemini
Bırakılmış şüpheli çanta Şişli üst kat merdivenlerinde.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:openrouter
levent vagonunda diger yolculara hakaret eden sahis disari cikarildi,guvenlik_asayis_olay,9,incident_report,1,P3,2,yazim_yanlisi,relabel:gemini
levent 2 peronda intihar girisimi son anda engellendi,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:gemini
turnikeden atlayan var cikis kapisi,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:gemini
Mecidiyeköy M7 tünel duvarı nemlenme var,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
mecidiyekoy m7 tunel duvarinda nemlenme ve alg olusumu var,altyapi_insaat,10,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Tünel segment arası su sızıntısı,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:openrouter
Tünel segment sızıntısı.,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:gemini
İçerenköy asansör kuyu pompa çalışmıyor su doldu,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
gayrettepe asansor kuyu pompasi calismiyo su doldu,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
topkapi asansor kuyusuna yagmur suyu giris yapti,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Servis tüneli su pompası arızalı,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:openrouter
Bostancı peron zemin kayganlık uyarısı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Bahariye geçidi duvar fayansı kırık parça var,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Ümraniye istasyonunda kablo kanalı sızdırmazlığı nedeniyle korozyon riski var.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:gemini
4 levent peron duvar zeminde buyuk nem lekesi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Kozyatağı tünel duvarından mineral birikimli su akışı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Çekmeköy tünel döşemesinde çatlak ve su çıkışı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
ayrilikcesme tunel segment arasi su basinci yuksek,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
Şişli istasyon bilet holü tavan panellerinde su birikmesi ve sızıntı tespit edildi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Biter mi inşaat faaliyeti akşama kadar?,altyapi_insaat,10,information_request,2,P3,2,devrik,missing:gemini
Levent M2 viyadukt ray altı betonu çatlak,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
İTÜ-Ayazağa güney merdiven basamağı kırık ve çökük.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Yenikapı yönlendirme duvarı çatlak ilerliyor,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
merdıven basamak boyaları yenılense yolcu daha ıyı gorur.,altyapi_insaat,10,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
uskudar metro merdiven basamak alt kapagi sokuldu,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
yenikapi marmaray peron kenari gider kapagi acik,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Esenler çıkış merdiveni basamak betonu kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Yenikapı Marmaray transfer tüneli segment arası sızıntısı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
YM-12 peron tavanı damlıyor,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Pendik istasyon kuzey çıkış merdiveni basamakları sökülmüş.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Mahmutbey bilet matik duvarı yanında çatlak,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Duman çıkıyor traverslerden Sanayi Mahallesi makas girişi.,altyapi_insaat,10,incident_report,1,P1,0,devrik,missing:gemini
Bilet matik duvarı çatlaklı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:openrouter
olimpiyat tunel ici ray temeli cokme belirtisi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
vezneciler peron tavan betonarme donati gorunuyor,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Gayrettepe M2 peronu duvar fayanslarında çatlaklar ve dökülmeler tespit edildi.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:gemini
Vezneciler güney çıkış tavanından su damlıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Üst geçit beton çatlak,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:gemini
topkapi istasyonu acil durum cikis kapisi kilitli kalmis acilmiyo,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
kartal peron tavan siva dokulmesi basladi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Gayrettepe bilet holü tavanı,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
sishane peron duvar zemin catlak buyuyor,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Su tankı tavanı sızma yapıyor,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
